jobLink,jobCategory,salaryLow,salaryHighAdj,salaryMean,jobSeniorityCategories,skillsAgr
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",React
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",JavaScript
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",CSS
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",HTML
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",Redux
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",Git
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",TypeScript
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",lang
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",langeng_inter
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",Nodedotjs
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",REST/RESTAPI
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",AWS
/pl/job/senior-react-developer-nitro-solutions-zrt-budapest-01geyrm,Frontend,13681,19900,16791,"6. Senior",Java
/pl/job/remote-sales-development-representative-legendary-podcasts-029aicv,Sales,5355,8926,7141,"6. Mid-Senior",ana
/pl/job/remote-sales-development-representative-legendary-podcasts-029aicv,Sales,5355,8926,7141,"6. Mid-Senior",know
/pl/job/remote-sales-development-representative-legendary-podcasts-029aicv,Sales,5355,8926,7141,"6. Mid-Senior",soft
/pl/job/remote-sales-development-representative-legendary-podcasts-029aicv,Sales,5355,8926,7141,"6. Mid-Senior",langeng_high
/pl/job/team-planner-assistant-pmo-ework-group-remote-02oja8g,"Project Manager",8400,11760,10080,"3. Junior",spec
/pl/job/team-planner-assistant-pmo-ework-group-remote-02oja8g,"Project Manager",8400,11760,10080,"3. Junior",langeng_inter
/pl/job/team-planner-assistant-pmo-ework-group-remote-02oja8g,"Project Manager",8400,11760,10080,"3. Junior",SharePoint
/pl/job/team-planner-assistant-pmo-ework-group-remote-02oja8g,"Project Manager",8400,11760,10080,"3. Junior",Confluence
/pl/job/team-planner-assistant-pmo-ework-group-remote-02oja8g,"Project Manager",8400,11760,10080,"3. Junior",Jira
/pl/job/sales-manager-shiji-poland-remote-02pp61q,Sales,12000,18000,15000,"6. Mid-Senior",langpol_high
/pl/job/sales-manager-shiji-poland-remote-02pp61q,Sales,12000,18000,15000,"6. Mid-Senior",langeng
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",QA
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",Csharp
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",Selenium
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",Git
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",langpol_high
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",langeng_inter
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",UI
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",CI/CD
/pl/job/senior-selenium-remote-test-architect-gamefound-02u5we9,Testing,15000,20000,17500,"6. Senior",Azure
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",dotNET
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",Unittesting
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",langeng
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",langpol_high
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",Docker
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",PostgreSQL
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",KAFKA
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",AWS
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",Linux
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",GitLab
/pl/job/junior-backend-developer-shiji-poland-katowice-03analw,Backend,6720,10920,8820,"3. Junior",Design
/pl/job/senior-infrastructure-engineer-ivpn-remote-03f2xog,"IT Administrator",21653,27559,24606,"7. Senior-Expert",Linux
/pl/job/senior-infrastructure-engineer-ivpn-remote-03f2xog,"IT Administrator",21653,27559,24606,"7. Senior-Expert",Python
/pl/job/senior-infrastructure-engineer-ivpn-remote-03f2xog,"IT Administrator",21653,27559,24606,"7. Senior-Expert",Go
/pl/job/senior-infrastructure-engineer-ivpn-remote-03f2xog,"IT Administrator",21653,27559,24606,"7. Senior-Expert",Security
/pl/job/senior-infrastructure-engineer-ivpn-remote-03f2xog,"IT Administrator",21653,27559,24606,"7. Senior-Expert",langeng_high
/pl/job/senior-infrastructure-engineer-ivpn-remote-03f2xog,"IT Administrator",21653,27559,24606,"7. Senior-Expert",spec
/pl/job/senior-infrastructure-engineer-ivpn-remote-03f2xog,"IT Administrator",21653,27559,24606,"7. Senior-Expert",spec
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Kubernetes
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Elasticsearch
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Cassandra
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Hadoop
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Spark
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",KAFKA
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",AWS
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",MongoDB
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Python
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",langeng
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Linux
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Unix
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",API
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Docker
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Googlecloud
/pl/job/remote-devops-engineer-squareone-03p78b8,DevOps,23520,36960,30240,"6. Mid-Senior",Helm
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",Jira
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",Java
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",lang
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",langeng
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",Postman
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",CI/CD
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",Docker
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",spec
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",spec
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",Selenium
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",Cypress
/pl/job/test-automation-engineer-xund-budapest-04l6cc1,Testing,12438,17413,14926,"6. Senior",langger_inter
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",Java
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",QA
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",Selenium
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",REST/RESTAPI
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",testing
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",CI/CD
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",spec
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",langeng_inter
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",langpol_inter
/pl/job/test-automation-engineer-java-selenium-avenga-warszawa-06jbtke,Testing,20160,23520,21840,"6. Mid-Senior",Jenkins
/pl/job/automotive-penetration-tester-link-group-wroclaw-06vd2mx,Security,38640,43680,41160,"6. Mid-Senior",Security
/pl/job/automotive-penetration-tester-link-group-wroclaw-06vd2mx,Security,38640,43680,41160,"6. Mid-Senior",spec
/pl/job/automotive-penetration-tester-link-group-wroclaw-06vd2mx,Security,38640,43680,41160,"6. Mid-Senior",spec
/pl/job/automotive-penetration-tester-link-group-wroclaw-06vd2mx,Security,38640,43680,41160,"6. Mid-Senior",langeng
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",Cloud
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",KAFKA
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",Terraform
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",Docker
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",Git
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",MongoDB
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",Java
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",Python
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",langeng_inter
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",GitHub
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",Design
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",Splunk
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",spec
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",CleanCode
/pl/job/senior-cloud-software-engineer-f-m-d-otto-co-kg-hamburg-07vow1i,Fullstack,29528,33465,31497,"6. Senior",langger_inter
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",Python
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",Security
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",spec
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",Cybersecurity
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",ana
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",spec
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",Networks
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",Linux
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",soft
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",spec
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",TCP
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",Protocols
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",OWASP
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",langeng
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",CISCO
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",BASH
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",Docker
/pl/job/pentester-cybersecurity-analyst-hitachi-energy-krakow-0bcdory,Security,12000,24000,18000,"6. Mid-Senior",DevOps
/pl/job/embedded-software-engineer-astek-polska-remote-0cbxkut,Embedded,16800,33600,25200,"7. Senior-Expert",ana
/pl/job/embedded-software-engineer-astek-polska-remote-0cbxkut,Embedded,16800,33600,25200,"7. Senior-Expert",Cplusplus
/pl/job/embedded-software-engineer-astek-polska-remote-0cbxkut,Embedded,16800,33600,25200,"7. Senior-Expert",Linux
/pl/job/embedded-software-engineer-astek-polska-remote-0cbxkut,Embedded,16800,33600,25200,"7. Senior-Expert",spec
/pl/job/embedded-software-engineer-astek-polska-remote-0cbxkut,Embedded,16800,33600,25200,"7. Senior-Expert",spec
/pl/job/embedded-software-engineer-astek-polska-remote-0cbxkut,Embedded,16800,33600,25200,"7. Senior-Expert",spec
/pl/job/embedded-software-engineer-astek-polska-remote-0cbxkut,Embedded,16800,33600,25200,"7. Senior-Expert",langeng_inter
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Python
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Java
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Scala
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Linux
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",spec
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Design
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Cplusplus
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",langpol_high
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Spark
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",TensorFlow
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Hadoop
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",KAFKA
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Bigdata
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",PyTorch
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Googlecloud
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",BigQuery
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",python
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",spec
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Docker
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",Kubernetes
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",NoSQL
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",JavaScript
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",spec
/pl/job/senior-software-engineer-rtb-house-remote-0cmjooi,Backend,30000,47000,38500,"7. Senior-Expert",ML
/pl/job/lead-data-architect-market-analytics-bayer-warszawa-0d0cxdd,DevOps,22000,36000,29000,"6. Senior",Snowflake
/pl/job/lead-data-architect-market-analytics-bayer-warszawa-0d0cxdd,DevOps,22000,36000,29000,"6. Senior",langeng
/pl/job/lead-data-architect-market-analytics-bayer-warszawa-0d0cxdd,DevOps,22000,36000,29000,"6. Senior",SQL
/pl/job/lead-data-architect-market-analytics-bayer-warszawa-0d0cxdd,DevOps,22000,36000,29000,"6. Senior",Python
/pl/job/lead-data-architect-market-analytics-bayer-warszawa-0d0cxdd,DevOps,22000,36000,29000,"6. Senior",Azure
/pl/job/lead-data-architect-market-analytics-bayer-warszawa-0d0cxdd,DevOps,22000,36000,29000,"6. Senior",Azure
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",Cplusplus
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",VisualStudio
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",SQL
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",Microsoft
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",langeng
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",langpol_high
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",Csharp
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",dotNET
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",WCF
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",Git
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",SVN
/pl/job/mid-c-software-developer-primetals-technologies-poland-krakow-0djvqe9,Backend,7000,11000,9000,"5. Mid",langger_inter
/pl/job/e-commerce-project-manager-egis-polska-warszawa-0edwpve,Marketing,8000,12500,10250,"6. Mid-Senior",GoogleAnalytics
/pl/job/e-commerce-project-manager-egis-polska-warszawa-0edwpve,Marketing,8000,12500,10250,"6. Mid-Senior",E-commerce
/pl/job/e-commerce-project-manager-egis-polska-warszawa-0edwpve,Marketing,8000,12500,10250,"6. Mid-Senior",langpol_high
/pl/job/e-commerce-project-manager-egis-polska-warszawa-0edwpve,Marketing,8000,12500,10250,"6. Mid-Senior",langeng_basic
/pl/job/e-commerce-project-manager-egis-polska-warszawa-0edwpve,Marketing,8000,12500,10250,"6. Mid-Senior",Canva
/pl/job/e-commerce-project-manager-egis-polska-warszawa-0edwpve,Marketing,8000,12500,10250,"6. Mid-Senior",Photoshop
/pl/job/e-commerce-project-manager-egis-polska-warszawa-0edwpve,Marketing,8000,12500,10250,"6. Mid-Senior",SEO
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",Jira
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",Confluence
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",REST/RESTAPI
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",UML
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",ana
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",ana
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",ana
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",langeng_high
/pl/job/senior-business-analyst-product-saas-open-loyalty-remote-0fjix8c,"Business Analysis",17000,21000,19000,"6. Senior",langpol_high
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",spec
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",langeng
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",SQL
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",ERP
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",VisualStudio
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",REST/RESTAPI
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",DevOps
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",Azure
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",langger_inter
/pl/job/junior-programista-ka-crm-powerapps-nmi-erp-remote-0fmnmoy,Inne,5000,7000,6000,"3. Junior",langpol_high
/pl/job/engineering-team-lead-offer-hire-team-smartrecruiters-remote-0gm0tz1,Inne,24500,31500,28000,"7. Senior-Expert",Java
/pl/job/engineering-team-lead-offer-hire-team-smartrecruiters-remote-0gm0tz1,Inne,24500,31500,28000,"7. Senior-Expert",JavaScript
/pl/job/engineering-team-lead-offer-hire-team-smartrecruiters-remote-0gm0tz1,Inne,24500,31500,28000,"7. Senior-Expert",langeng_high
/pl/job/mid-data-engineer-acaisoft-poland-remote-0jowfnh,"Big Data",20000,25000,22500,"5. Mid",ETL
/pl/job/mid-data-engineer-acaisoft-poland-remote-0jowfnh,"Big Data",20000,25000,22500,"5. Mid",Python
/pl/job/mid-data-engineer-acaisoft-poland-remote-0jowfnh,"Big Data",20000,25000,22500,"5. Mid",Spark
/pl/job/mid-data-engineer-acaisoft-poland-remote-0jowfnh,"Big Data",20000,25000,22500,"5. Mid",langeng_inter
/pl/job/mid-data-engineer-acaisoft-poland-remote-0jowfnh,"Big Data",20000,25000,22500,"5. Mid",Bigdata
/pl/job/mid-data-engineer-acaisoft-poland-remote-0jowfnh,"Big Data",20000,25000,22500,"5. Mid",Airflow
/pl/job/mid-data-engineer-acaisoft-poland-remote-0jowfnh,"Big Data",20000,25000,22500,"5. Mid",langpol_inter
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",spec
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",AWS
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",SQL
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",SQL
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",ETL
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",spec
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",langeng
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",Agile
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",langpol_high
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",langger_inter
/pl/job/senior-data-engineer-sollers-consulting-warszawa-0jzetcv,"Big Data",13700,20000,16850,"5. Mid",French
/pl/job/remote-devops-engineer-twisto-payments-a-s-0ke6e7i,DevOps,19970,29955,24963,"6. Senior",Linux
/pl/job/remote-devops-engineer-twisto-payments-a-s-0ke6e7i,DevOps,19970,29955,24963,"6. Senior",Docker
/pl/job/remote-devops-engineer-twisto-payments-a-s-0ke6e7i,DevOps,19970,29955,24963,"6. Senior",Cloud
