jobLink,jobCategory,salaryLow,salaryHighAdj,salaryMean,jobSeniorityCategories,skillsAgr
/pl/job/asystent-ka-zarzadu-j-rosyjskim-ang-profit-hr-katowice-qwwet4h,Backoffice,6000,7000,6500,"5. Mid",spec
/pl/job/asystent-ka-zarzadu-j-rosyjskim-ang-profit-hr-katowice-qwwet4h,Backoffice,6000,7000,6500,"5. Mid",langpol_high
/pl/job/asystent-ka-zarzadu-j-rosyjskim-ang-profit-hr-katowice-qwwet4h,Backoffice,6000,7000,6500,"5. Mid",lang
/pl/job/asystent-ka-zarzadu-j-rosyjskim-ang-profit-hr-katowice-qwwet4h,Backoffice,6000,7000,6500,"5. Mid",langeng_inter
/pl/job/junior-java-developer-acaisoft-poland-remote-qwxgrze,Backend,5500,11000,8250,"3. Junior",Java
/pl/job/junior-java-developer-acaisoft-poland-remote-qwxgrze,Backend,5500,11000,8250,"3. Junior",Docker
/pl/job/junior-java-developer-acaisoft-poland-remote-qwxgrze,Backend,5500,11000,8250,"3. Junior",PostgreSQL
/pl/job/junior-java-developer-acaisoft-poland-remote-qwxgrze,Backend,5500,11000,8250,"3. Junior",MySQL
/pl/job/junior-java-developer-acaisoft-poland-remote-qwxgrze,Backend,5500,11000,8250,"3. Junior",MSSQL
/pl/job/junior-java-developer-acaisoft-poland-remote-qwxgrze,Backend,5500,11000,8250,"3. Junior",Spring
