jobLink,jobId,collectDate,jobTitle,salaryLow,jobSeniorityCategories,salaryHighAdj,companyName,jobCategory,employmentType,salaryMean
/pl/job/java-developer-cronn-polska-bialystok-ms5en6b,ms5en6b,26/02/2023,"Java Developer",12000,"6. Mid-Senior",20000,"cronn Polska Sp. z o.o.",Backend,B2B,16000
/pl/job/big-data-engineer-polarys-remote-mtbsvd4,mtbsvd4,26/02/2023,"Big Data Engineer",18000,"6. Mid-Senior",28000,Polarys,"Big Data",B2B,23000
/pl/job/senior-search-api-developer-f-m-d-otto-co-kg-hamburg-mtil5a8,mtil5a8,26/02/2023,"Senior Search API Developer | (f/m/d)",29528,"6. Senior",33465,"OTTO GmbH &amp; Co. KG",Fullstack,"Employment Contract",31497
/pl/job/senior-angular-developer-adroit-group-remote-mtloy3e,mtloy3e,26/02/2023,"Senior Angular developer",12127,"6. Senior",15858,"Adroit Group",Frontend,B2B,13993
/pl/job/senior-distributed-systems-engineer-rtb-house-remote-mtnwoqh,mtnwoqh,26/02/2023,"Senior Distributed Systems Engineer",30000,"7. Senior-Expert",47000,"RTB House",Backend,B2B,38500
/pl/job/remote-database-developer-clearscale-mu5tadk,mu5tadk,26/02/2023,"Remote Database Developer",22344,"6. Mid-Senior",27720,ClearScale,DevOps,B2B,25032
/pl/job/software-engineer-mdd-gentherm-hungary-kft-pilisszentivan-muairip,muairip,26/02/2023,"Software Engineer (MDD)",12438,"5. Mid",19900,"Gentherm Hungary Kft.",Embedded,"Employment Contract",16169
/pl/job/seo-team-lead-boosta-remote-muduihv,muduihv,26/02/2023,"SEO Team Lead",11157,"6. Senior",15620,Boosta,Marketing,"Employment Contract",13389
/pl/job/net-developer-consultant-dach-avenga-remote-mudz1vx,mudz1vx,26/02/2023,".Net Developer - Consultant DACH",25200,"6. Mid-Senior",30240,Avenga,Backend,B2B,27720
/pl/job/telco-platform-engineer-mobees-remote-muzhz9x,muzhz9x,26/02/2023,"Telco Platform Engineer",10000,"5. Mid",18000,Mobees,DevOps,B2B,14000
/pl/job/sap-vms-consultant-id-398-infopulse-remote-mvfackf,mvfackf,26/02/2023,"SAP VMS Consultant (ID: 398)",57120,"6. Senior",68712,Infopulse,ERP,B2B,62916
/pl/job/senior-full-stack-developer-appfire-remote-mvgz1x4,mvgz1x4,26/02/2023,"Senior Full Stack Developer",17000,"6. Senior",24000,Appfire,Fullstack,"Employment Contract",20500
/pl/job/part-time-cybersecurity-lecturer-hackeru-spolka-z-o-o-remote-mvrqol9,mvrqol9,26/02/2023,"Part-time Cybersecurity Lecturer",10000,"7. Senior-Expert",15000,"HackerU Spółka z.o.o",Security,B2B,12500
/pl/job/senior-java-engineer-jamf-remote-mvzteqd,mvzteqd,26/02/2023,"Senior Java Engineer",15000,"6. Senior",24000,Jamf,Backend,"Employment Contract",19500
/pl/job/cargo-operations-manager-adampol-warszawa-mwhu435,mwhu435,26/02/2023,"Cargo Operations Manager",12000,"6. Mid-Senior",15000,"Adampol S.A.",Sales,"Employment Contract",13500
/pl/job/sales-manager-netvest-sp-k-gdansk-mwxz1xr,mwxz1xr,26/02/2023,"Sales Manager",5000,"6. Mid-Senior",10000,"NetVest Sp. z o.o. Sp. k.",Sales,OTHER,7500
/pl/job/senior-analytics-consultant-bayer-warszawa-mwy03hy,mwy03hy,26/02/2023,"Senior Analytics Consultant",16000,"6. Senior",28000,"Bayer Sp. z o.o.","Business Analysis","Employment Contract",22000
/pl/job/communications-specialist-kubota-lodz-mwytfhh,mwytfhh,26/02/2023,"Communications Specialist",6500,"5. Mid",10000,"KUBOTA S.A.",Marketing,B2B,8250
/pl/job/principal-web-engineer-state-street-krakow-mxyh4lw,mxyh4lw,26/02/2023,"Principal Web Engineer",15166,"7. Senior-Expert",23000,"State Street",Backend,"Employment Contract",19083
/pl/job/senior-net-developer-netcompany-poland-warszawa-mztnt2c,mztnt2c,26/02/2023,"Senior .NET Developer",16000,"6. Senior",22000,"Netcompany Poland",Fullstack,B2B,19000
/pl/job/pmo-specialist-sigma-it-poland-remote-n00me9c,n00me9c,26/02/2023,"PMO Specialist",7000,"5. Mid",9500,"Sigma IT Poland","Project Manager",B2B,8250
/pl/job/scrum-master-ework-group-warsaw-n0eqgkk,n0eqgkk,26/02/2023,"Scrum Master",20160,"5. Mid",25200,"Ework Group",Agile,B2B,22680
/pl/job/marketing-specialist-happybyte-remote-n0midja,n0midja,26/02/2023,"Marketing Specialist",9000,"7. Senior-Expert",18000,HappyByte,Marketing,B2B,13500
/pl/job/remote-node-js-developer-rst-software-masters-n0vdqha,n0vdqha,26/02/2023,"Remote Node.js Developer",9000,"5. Mid",17000,"RST Software Masters",Backend,B2B,13000
/pl/job/azure-tech-lead-lingaro-remote-n0xurr3,n0xurr3,26/02/2023,"Azure Tech Lead",28560,"6. Senior",36960,Lingaro,"Business Intelligence",B2B,32760
/pl/job/sap-sd-consultant-with-german-remote-gs-soft-n2oqj2p,n2oqj2p,26/02/2023,"SAP SD Consultant with German REMOTE",27720,"6. Mid-Senior",39648,"GS-Soft Sp. z o.o.",ERP,B2B,33684
/pl/job/actuarial-manager-fis-technology-services-poland-warsaw-n3dyxks,n3dyxks,26/02/2023,"Actuarial Manager",21000,"5. Mid",24000,"FIS Technology Services (Poland) Sp. z o.o.","IT Administrator","Employment Contract",22500
/pl/job/analityk-specjalista-ds-raportowania-polskie-technologie-warszawa-n3ntvsc,n3ntvsc,26/02/2023,"Analityk / Specjalista ds. Raportowania",5000,"3. Junior",10000,"Polskie Technologie","Business Intelligence",OTHER,7500
/pl/job/it-coordinator-spectrum-hr-warszawa-n43pndf,n43pndf,26/02/2023,"IT Coordinator",15000,"6. Mid-Senior",17000,"SPECTRUM HR","IT Administrator","Employment Contract",16000
/pl/job/fullstack-developer-for-customer-apps-avenga-remote-n4tqhlp,n4tqhlp,26/02/2023,"Fullstack Developer  for Customer Apps",21520,"6. Mid-Senior",23520,Avenga,Fullstack,B2B,22520
/pl/job/net-team-lead-opensky-data-systems-katowice-n5eje48,n5eje48,26/02/2023,".Net Team Lead",23000,"6. Senior",26250,"OpenSky Data Systems",Fullstack,B2B,24625
/pl/job/it-specialist-silent-eight-remote-n5evsgb,n5evsgb,26/02/2023,"IT Specialist",6000,"3. Junior",9000,"Silent Eight","IT Support",B2B,7500
/pl/job/remote-devops-engineer-apreel-wroclaw-n6iexmv,n6iexmv,26/02/2023,"Remote Devops Engineer",20160,"5. Mid",21000,"apreel Sp. z o.o.",DevOps,B2B,20580
/pl/job/new-business-manager-fee-space-ads-remote-n7qvelf,n7qvelf,26/02/2023,"New Business Manager (+fee)",4000,"5. Mid",6000,"Space Ads Sp. z o.o.",Sales,B2B,5000
/pl/job/frontend-developer-with-react-sigma-it-poland-remote-n98cpz9,n98cpz9,26/02/2023,"Frontend Developer with React",18480,"6. Mid-Senior",21800,"Sigma IT Poland",Frontend,B2B,20140
/pl/job/senior-data-engineer-acaisoft-poland-remote-n9pjjdc,n9pjjdc,26/02/2023,"Senior Data Engineer",26000,"5. Mid",31000,"Acaisoft Poland Sp. z.o.o","Big Data",B2B,28500
/pl/job/full-stack-wordpress-developer-john-dog-group-remote-n9q0lxa,n9q0lxa,26/02/2023,"Full-Stack WordPress Developer",10000,"5. Mid",18000,"John Dog Group Sp. z o.o.",Fullstack,B2B,14000
/pl/job/new-business-manager-it-codilime-remote-n9q0qyv,n9q0qyv,26/02/2023,"New Business Manager (IT)",11000,"6. Senior",15000,CodiLime,Sales,B2B,13000
/pl/job/product-owner-vonroll-infratec-com-krakow-nab4rcx,nab4rcx,26/02/2023,"Product Owner",18000,"6. Mid-Senior",24000,"vonRoll Infratec.com","Product Management",B2B,21000
/pl/job/frontend-developer-javascript-angry-nerds-remote-nambqks,nambqks,26/02/2023,"Frontend Developer (JavaScript)",14200,"6. Mid-Senior",20100,"Angry Nerds",Frontend,B2B,17150
/pl/job/remote-mid-java-developer-opsenio-naplpnv,naplpnv,26/02/2023,"Remote Mid Java Developer",15000,"6. Mid-Senior",21000,Opsenio,Backend,B2B,18000
/pl/job/senior-security-engineer-divante-remote-nawv5zv,nawv5zv,26/02/2023,"Senior Security Engineer",22680,"6. Senior",28560,"Divante S.A.",Security,B2B,25620
/pl/job/mid-senior-application-security-engineer-smartrecruiters-remote-nbd8slb,nbd8slb,26/02/2023,"Mid/Senior Application Security Engineer",20500,"6. Mid-Senior",28500,"SmartRecruiters Inc.",Security,B2B,24500
/pl/job/global-it-security-specialist-ergo-technology-services-warszawa-nbdqg1i,nbdqg1i,26/02/2023,"Global IT Security Specialist",14000,"6. Mid-Senior",20000,"ERGO Technology &amp; Services S.A.",Security,"Employment Contract",17000
/pl/job/remote-senior-software-developer-mend-nbjotog,nbjotog,26/02/2023,"Remote Senior Software Developer",31241,"6. Senior",35704,Mend,Backend,B2B,33473
/pl/job/remote-devops-engineer-with-azure-objectivity-nbwc8vd,nbwc8vd,26/02/2023,"Remote DevOps Engineer with Azure",23520,"6. Mid-Senior",30240,Objectivity,DevOps,B2B,26880
/pl/job/marketing-specialist-avanced-protection-systems-gdynia-nc0tzyu,nc0tzyu,26/02/2023,"Marketing Specialist",5000,"5. Mid",7000,"Avanced Protection Systems S.A.",Marketing,B2B,6000
/pl/job/senior-test-automation-engineer-abesse-zrt-budapest-nc7cbx7,nc7cbx7,26/02/2023,"Senior test automation engineer",12438,"6. Senior",18035,"Abesse Zrt.",Testing,"Employment Contract",15237
/pl/job/support-engineer-with-german-precisely-remote-ncdrh8v,ncdrh8v,26/02/2023,"Support Engineer with German",7000,"5. Mid",10000,Precisely,"IT Support","Employment Contract",8500
/pl/job/remote-full-stack-developer-adaptiq-nd07mlh,nd07mlh,26/02/2023,"Remote Full-Stack Developer",20083,"6. Mid-Senior",26778,Adaptiq,Fullstack,B2B,23431
/pl/job/java-developer-exatel-remote-ndhittf,ndhittf,26/02/2023,"JAVA Developer",15000,"6. Mid-Senior",18000,EXATEL,Backend,B2B,16500
/pl/job/medior-python-developer-nix-tech-kft-budapest-ndr0gtg,ndr0gtg,26/02/2023,"Medior Python Developer",9950,"5. Mid",12438,"NIX Tech Kft.",Backend,"Employment Contract",11194
/pl/job/remote-frontend-developer-with-stencil-esky-group-ndxfkqw,ndxfkqw,26/02/2023,"Remote Frontend Developer with Stencil",18000,"5. Mid",25000,"eSky Group",Frontend,B2B,21500
/pl/job/senior-flutter-engineer-united-software-remote-ndzvs8t,ndzvs8t,26/02/2023,"Senior Flutter Engineer",17852,"6. Senior",22315,"United Software",Frontend,B2B,20084
/pl/job/servicenow-administrator-jeronimo-martins-polska-remote-neeirir,neeirir,26/02/2023,"ServiceNow Administrator",13000,"5. Mid",15000,"Jeronimo Martins Polska S.A.","IT Administrator","Employment Contract",14000
/pl/job/mid-javascript-frontend-developer-coig-katowice-neg7due,neg7due,26/02/2023,"Mid JavaScript Frontend Developer",7000,"5. Mid",14000,"COIG S.A.",Frontend,B2B,10500
/pl/job/international-accounting-taxes-manager-boosta-remote-nercdwp,nercdwp,26/02/2023,"International Accounting &amp; Taxes Manager",11603,"5. Mid",15620,Boosta,"Big Data","Employment Contract",13612
/pl/job/remote-senior-data-engineer-with-python-merxu-nerlgsx,nerlgsx,26/02/2023,"Remote Senior Data Engineer with Python",22000,"6. Senior",29000,merXu,"Big Data",B2B,25500
/pl/job/senior-cloud-engineer-kubernetes-team-jamf-remote-nf6teol,nf6teol,26/02/2023,"Senior Cloud Engineer – Kubernetes Team",15000,"6. Senior",24000,amf,DevOps,"Employment Contract",19500
/pl/job/data-engineering-lead-unit8-krakow-nfmsm6p,nfmsm6p,26/02/2023,"Data Engineering Lead",25000,"6. Senior",30000,"Unit8 SA","Big Data",B2B,27500
/pl/job/remote-it-system-analyst-mid-opsenio-nfnyoyj,nfnyoyj,26/02/2023,"Remote IT System Analyst - Mid",14000,"6. Mid-Senior",19500,Opsenio,"Business Analysis",B2B,16750
/pl/job/it-analyst-skillspark-warsaw-nghb8ki,nghb8ki,26/02/2023,"IT Analyst",18480,"5. Mid",24360,Skillspark,"Business Intelligence",B2B,21420
/pl/job/remote-junior-full-stack-developer-rd-projekt-ngllpon,ngllpon,26/02/2023,"Remote Junior Full Stack Developer",10360,"3. Junior",14000,"RD Projekt",Fullstack,B2B,12180
/pl/job/junior-php-developer-geulincx-poland-szczecin-ngmyqqj,ngmyqqj,26/02/2023,"Junior PHP Developer",5000,"3. Junior",10000,"Geulincx Poland Sp. z o.o.",Backend,B2B,7500
/pl/job/sales-representative-leanpassion-warszawa-nhzpjv8,nhzpjv8,26/02/2023,"Sales Representative",4000,"5. Mid",6000,Leanpassion,Sales,B2B,5000
/pl/job/lead-business-analyst-of-solution-group-n-ix-remote-ni7m8bd,ni7m8bd,26/02/2023,"Lead Business Analyst of Solution Group",25885,"6. Senior",30348,N-iX,"Business Analysis",B2B,28117
/pl/job/dynamics-2012-manager-plastics-group-warszawa-nial7j5,nial7j5,26/02/2023,"Dynamics 2012 Manager",20000,"6. Senior",25000,"Plastics Group sp. z o.o.",ERP,B2B,22500
/pl/job/mlodszy-specjalista-ds-transportu-cargo-adampol-warszawa-niplbgy,niplbgy,26/02/2023,"Młodszy Specjalista ds. transportu cargo",5000,"3. Junior",8000,"Adampol S.A.",Backoffice,"Employment Contract",6500
/pl/job/conference-marketing-lead-erlang-solutions-remote-nisjwlh,nisjwlh,26/02/2023,"Conference Marketing Lead",9500,"6. Mid-Senior",13500,"Erlang Solutions",Marketing,B2B,11500
/pl/job/technical-consulting-engineer-dna-cisco-system-remote-niuf3kj,niuf3kj,26/02/2023,"Technical Consulting Engineer – DNA",14000,"5. Mid",18500,"isco System","IT Support","Employment Contract",16250
/pl/job/recepcjonistka-dahliamatic-warszawa-nj2vra2,nj2vra2,26/02/2023,Recepcjonistka,4000,"5. Mid",4500,"DahliaMatic Sp. z o.o.",Backoffice,OTHER,4250
/pl/job/konsultant-wsparcia-sap-business-one-computec-poznan-nj92fkh,nj92fkh,26/02/2023,"Konsultant wsparcia SAP Business One",8000,"6. Mid-Senior",15000,CompuTec,ERP,B2B,11500
/pl/job/manual-test-engineer-stargate-technology-katowice-njodpsn,njodpsn,26/02/2023,"Manual Test Engineer",10080,"5. Mid",10080,"Stargate Technology Sp. z o.o.",Testing,B2B,10080
/pl/job/net-fullstack-developer-margo-warszawa-nkf0vbc,nkf0vbc,26/02/2023,".Net Fullstack Developer",16000,"6. Mid-Senior",24000,Margo,Fullstack,B2B,20000
/pl/job/remote-php-developer-primeon-nkkglsa,nkkglsa,26/02/2023,"Remote PHP Developer",12000,"5. Mid",18000,"Primeon sp. z o.o.",Fullstack,B2B,15000
/pl/job/net-tech-lead-harvey-nash-technology-warsaw-nkueins,nkueins,26/02/2023,".NET Tech Lead",40000,"8. Expert",60000,"Harvey Nash Technology",Backend,"Employment Contract",50000
/pl/job/frontend-developer-vue-js-ista-shared-sevices-polska-gliwice-nleqjfb,nleqjfb,26/02/2023,"Frontend Developer (Vue.JS)",18000,"6. Mid-Senior",24000,"ista Shared Sevices Polska",Frontend,B2B,21000
/pl/job/incidenskezelo-munkatars-nemzetbiztonsagi-szakszolgalat-budapest-nllzbxb,nllzbxb,26/02/2023,"Incidenskezelő munkatárs",8171,"5. Mid",10534,"emzetbiztonsági Szakszolgálat",Security,"Employment Contract",9353
/pl/job/junior-frontend-developer-open-e-poland-bytom-nlpbrxc,nlpbrxc,26/02/2023,"Junior Frontend Developer",5000,"3. Junior",6000,"Open-E Poland",Frontend,"Employment Contract",5500
/pl/job/senior-software-developer-marcel-remote-nlytbnx,nlytbnx,26/02/2023,"Senior Software Developer",20000,"6. Senior",30000,"Marcel S.A.",Fullstack,B2B,25000
/pl/job/embedded-software-engineer-spline-gotheborg-nmaymjz,nmaymjz,26/02/2023,"Embedded Software Engineer",43512,"5. Mid",47544,Spline,Embedded,B2B,45528
/pl/job/react-next-js-frontend-developer-blazity-remote-nn3ybxm,nn3ybxm,26/02/2023,"React Next.js Frontend Developer",14000,"6. Senior",20000,"Blazity Sp. z o.o.",Frontend,B2B,17000
/pl/job/senior-devops-engineer-deutsche-telekom-it-solutions-budapest-nnakkeg,nnakkeg,26/02/2023,"Senior DevOps Engineer",12438,"6. Senior",24876,"Deutsche Telekom IT Solutions",DevOps,"Employment Contract",18657
/pl/job/sap-hybris-developer-itechart-poland-warszawa-nndrcmy,nndrcmy,26/02/2023,"SAP Hybris Developer",16000,"6. Senior",23000,"iTechArt Poland",Fullstack,"Employment Contract",19500
/pl/job/senior-frontend-developer-react-js-inter-cars-remote-nni92pa,nni92pa,26/02/2023,"Senior Frontend Developer (React.js)",19300,"6. Mid-Senior",25000,"Inter Cars S.A.",Frontend,B2B,22150
/pl/job/sales-team-leader-autorun-warszawa-nnpudlh,nnpudlh,26/02/2023,"Sales Team Leader",7000,"5. Mid",9000,AUTORUN,Sales,B2B,8000
/pl/job/senior-software-engineer-big-data-adform-warszawa-nojh7p2,nojh7p2,26/02/2023,"Senior Software Engineer (Big Data)",24024,"6. Senior",35448,"Adform Sp. z o.o.",Backend,B2B,29736
/pl/job/lead-senior-net-developer-kmd-poland-remote-noqne4c,noqne4c,26/02/2023,"Lead / Senior .NET Developer",20000,"6. Senior",30000,"KMD Poland",Backend,B2B,25000
/pl/job/junior-hr-specialist-leasingteam-professional-warszawa-notbvns,notbvns,26/02/2023,"Junior HR Specialist",5000,"3. Junior",8000,"LeasingTeam Professional",HR,"Employment Contract",6500
/pl/job/service-desk-agent-german-speaker-b-braun-business-services-poland-remote-np3r9rc,np3r9rc,26/02/2023,"Service Desk Agent - German Speaker",5000,"3. Junior",7000,"B. Braun Business Services Poland","IT Support","Employment Contract",6000
/pl/job/sales-development-representative-billtech-group-remote-npflucz,npflucz,26/02/2023,"Sales Development Representative",5000,"5. Mid",8000,"BillTech Group sp. z o.o.",Sales,B2B,6500
/pl/job/it-administrator-adaptiq-remote-nptvoev,nptvoev,26/02/2023,"IT Administrator",11157,"5. Mid",13389,Adaptiq,"IT Administrator",B2B,12273
/pl/job/analityk-it-connectis-warszawa-nqkiry9,nqkiry9,26/02/2023,"Analityk IT",12000,"5. Mid",20000,Connectis_,"Business Analysis",B2B,16000
/pl/job/junior-scada-developer-m-automatyk-hrose-agency-lodz-nql6wak,nql6wak,26/02/2023,"Junior SCADA Developer -M. Automatyk",5000,"3. Junior",6500,"HRose Agency",Backend,"Employment Contract",5750
/pl/job/remote-mid-fullstack-net-developer-onwelo-nrmzpgl,nrmzpgl,26/02/2023,"Remote Mid Fullstack .NET Developer",15000,"5. Mid",21000,"Onwelo S.A.",Fullstack,B2B,18000
/pl/job/remote-qa-engineer-link-group-nrpjeac,nrpjeac,26/02/2023,"Remote QA Engineer",22000,"5. Mid",26800,"Link Group",Testing,B2B,24400
/pl/job/lead-expert-hadoop-developer-ework-group-remote-ns6q0p6,ns6q0p6,26/02/2023,"Lead/Expert Hadoop Developer",36960,"8. Expert",45360,"Ework Group","Big Data",B2B,41160
/pl/job/remote-senior-developer-c-lub-asp-net-codetwo-hrejterzy-nsg1dn4,nsg1dn4,26/02/2023,"Remote Senior Developer C# lub ASP.NET",14000,"6. Senior",22000,"CodeTwo / HRejterzy",Fullstack,B2B,18000
/pl/job/junior-net-full-stack-developer-broadridge-gdansk-nslvlcl,nslvlcl,26/02/2023,"Junior .NET Full Stack Developer",9000,"3. Junior",11000,Broadridge,Fullstack,"Employment Contract",10000
/pl/job/pr-marketing-account-executive-hill-knowlton-strategies-warszawa-nsspg7g,nsspg7g,26/02/2023,"PR Marketing Account Executive",4500,"6. Mid-Senior",7000,"Hill+Knowlton Strategies",Marketing,OTHER,5750
/pl/job/frontend-developer-comet-studio-remote-nswlarb,nswlarb,26/02/2023,"Frontend Developer",7462,"6. Mid-Senior",12438,"Comet Studio",Frontend,B2B,9950
/pl/job/order-management-specialist-eagle-recruitment-krakow-ntkb0mi,ntkb0mi,26/02/2023,"Order Management Specialist",8000,"5. Mid",9000,"EAGLE RECRUITMENT",Sales,"Employment Contract",8500
/pl/job/remote-mulesoft-mid-senior-developer-link-group-ntmoylb,ntmoylb,26/02/2023,"Remote MuleSoft Mid / Senior Developer",21800,"6. Mid-Senior",25200,"Link Group",ERP,B2B,23500
/pl/job/events-planning-specialist-with-german-grafton-recruitment-warszawa-ntx9rah,ntx9rah,26/02/2023,"Events Planning Specialist with German",9000,"6. Senior",12000,"Grafton Recruitment",Marketing,"Employment Contract",10500
/pl/job/client-partner-n-ix-remote-nugtxc8,nugtxc8,26/02/2023,"Client Partner",14727,"5. Mid",15620,N-iX,Sales,B2B,15174
/pl/job/remote-senior-azure-devops-engineer-xebia-nuqkasu,nuqkasu,26/02/2023,"Remote Senior Azure DevOps Engineer",18000,"6. Senior",33200,Xebia,DevOps,B2B,25600
/pl/job/specjalista-ds-kadr-i-plac-leasingteam-professional-lodz-nv2xf7d,nv2xf7d,26/02/2023,"Specjalista ds. kadr i płac",6000,"5. Mid",8500,"LeasingTeam Professional",HR,"Employment Contract",7250
/pl/job/remote-mid-django-fullstack-developer-allbright-technologies-nwh5uvh,nwh5uvh,26/02/2023,"Remote Mid Django Fullstack Developer",15000,"5. Mid",20000,"AllBright Technologies",,B2B,17500
/pl/job/mid-c-developer-harman-connected-services-lodz-ny202qg,ny202qg,26/02/2023,"Mid C++ Developer",10000,"5. Mid",13000,"HARMAN Connected Services",Embedded,"Employment Contract",11500
/pl/job/senior-backend-java-developer-remote-superdevs-nymd55g,nymd55g,26/02/2023,"Senior Backend Java Developer Remote",25200,"6. Senior",30240,Superdevs,Backend,B2B,27720
/pl/job/senior-ios-developer-the-origin-remote-nyol9hx,nyol9hx,26/02/2023,"Senior iOS Developer",27402,"6. Senior",37796,"The Origin AG",Mobile,B2B,32599
/pl/job/middle-net-engineer-n-ix-remote-nyzvdby,nyzvdby,26/02/2023,"Middle .NET Engineer",15620,"5. Mid",21868,N-iX,Backend,B2B,18744
/pl/job/remote-junior-project-manager-link-group-nzawzy6,nzawzy6,26/02/2023,"Remote Junior Project Manager",13000,"3. Junior",15000,"Link Group","Project Manager","Employment Contract",14000
/pl/job/senior-azure-cloud-engineer-nix-tech-kft-budapest-nzh9gbz,nzh9gbz,26/02/2023,"Senior Azure Cloud Engineer",10696,"6. Senior",18657,"NIX Tech Kft.",DevOps,"Employment Contract",14677
/pl/job/remote-new-business-development-manager-livesession-nzo4xnk,nzo4xnk,26/02/2023,"Remote New Business Development Manager",4500,"5. Mid",9000,LiveSession,Sales,B2B,6750
/pl/job/mlodszy-specjalista-ds-kadr-i-plac-hires-warszawa-nzsfzmn,nzsfzmn,26/02/2023,"Młodszy Specjalista ds. Kadr i Płac",4500,"3. Junior",6000,"IRES SP. Z O.O.",HR,B2B,5250
/pl/job/account-manager-suso-digital-poznan-o1mpola,o1mpola,26/02/2023,"Account Manager",9000,"5. Mid",11000,"SUSO Digital",Sales,B2B,10000
/pl/job/remote-java-engineer-emerge-soft-o282orb,o282orb,26/02/2023,"Remote Java Engineer",18000,"5. Mid",26000,"Emerge Soft Sp. z o.o.",Backend,B2B,22000
/pl/job/remote-mid-php-developer-inuits-o2wxhg8,o2wxhg8,26/02/2023,"Remote Mid PHP Developer",9576,"5. Mid",14448,INUITS,Backend,B2B,12012
/pl/job/software-consultant-andea-solutions-remote-o3sjeyh,o3sjeyh,26/02/2023,"Software Consultant",7500,"5. Mid",10000,"Andea Solutions Sp. z o.o.","IT Support",B2B,8750
/pl/job/opiekun-klienta-anglojezycznego-jobhouse-remote-o3wvb5a,o3wvb5a,26/02/2023,"Opiekun Klienta Anglojęzycznego",6000,"5. Mid",7000,Jobhouse,Sales,B2B,6500
/pl/job/account-manager-jezyk-angielski-piwik-pro-remote-o5et4bf,o5et4bf,26/02/2023,"Account Manager (język angielski)",6000,"6. Mid-Senior",10000,"Piwik PRO",Sales,B2B,8000
/pl/job/business-development-manager-codecool-remote-o5pfgo4,o5pfgo4,26/02/2023,"Business Development Manager",9200,"5. Mid",14000,Codecool,Sales,B2B,11600
/pl/job/junior-c-developer-sport-vision-technology-sp-k-remote-o6g22tr,o6g22tr,26/02/2023,"Junior C++ Developer",5000,"3. Junior",10000,"Sport Vision Technology sp. z o. o. sp. k.",Backend,"Employment Contract",7500
/pl/job/senior-system-engineer-architect-enloyd-budapest-o6vwpst,o6vwpst,26/02/2023,"Senior system engineer - architect",13681,"6. Mid-Senior",17413,Enloyd,Architecture,"Employment Contract",15547
/pl/job/sap-fi-co-consultant-idbc-creative-solutions-kft-budapest-o81tvrx,o81tvrx,26/02/2023,"SAP FI/CO Consultant",11194,"6. Mid-Senior",17413,"IDBC Creative Solutions Kft.","Project Manager","Employment Contract",14304
/pl/job/remote-fullstack-developer-java-angular-decerto-oa6gvae,oa6gvae,26/02/2023,"Remote Fullstack Developer Java+Angular",23520,"6. Mid-Senior",28560,Decerto,Fullstack,B2B,26040
/pl/job/kotlin-frontend-developer-with-android-fieldbee-gliwice-obdy67c,obdy67c,26/02/2023,"Kotlin Frontend Developer with Android",16535,"5. Mid",18898,FieldBee,Frontend,B2B,17717
/pl/job/specjalista-ds-rozwoju-sprzedazy-cookcity-warszawa-obucxvh,obucxvh,26/02/2023,"Specjalista ds. Rozwoju Sprzedaży",6500,"5. Mid",10000,CookCity,Sales,"Employment Contract",8250
/pl/job/asystent-ka-ds-marketingu-parleto-gdansk-octvo5s,octvo5s,26/02/2023,"Asystent/ ka ds. marketingu",3000,"3. Junior",6000,Parleto,Marketing,B2B,4500
/pl/job/asp-net-core-fullstack-developer-pekao-leasing-warszawa-oe5vsxn,oe5vsxn,26/02/2023,"ASP .NET Core Fullstack Developer",10000,"5. Mid",15000,"PEKAO LEASING SP. Z O.O.",Fullstack,B2B,12500
/pl/job/pmo-specialist-ework-group-remote-oedtgig,oedtgig,26/02/2023,"PMO Specialist",7560,"5. Mid",10920,"Ework Group","Project Manager",B2B,9240
/pl/job/senior-net-fejleszto-fox-wolf-hr-solutions-kft-budapest-ofe1vcy,ofe1vcy,26/02/2023,"Senior .Net fejlesztő",14925,"6. Senior",17413,"Fox &amp; Wolf HR Solutions Kft.",Backend,"Employment Contract",16169
/pl/job/junior-account-manager-solutio-medica-krakow-ofe67gf,ofe67gf,26/02/2023,"Junior Account Manager",4000,"3. Junior",4300,"Solutio Medica",Sales,OTHER,4150
/pl/job/social-media-video-content-creator-grupa-good-one-warszawa-ofjn1h8,ofjn1h8,26/02/2023,"Social Media Video Content Creator",6000,"5. Mid",8000,"Grupa Good One",Marketing,B2B,7000
/pl/job/remote-senior-react-developer-startup-development-house-ofl37cj,ofl37cj,26/02/2023,"REMOTE Senior React Developer",16800,"6. Senior",25200,"Startup Development House",Frontend,B2B,21000
/pl/job/remote-senior-sap-fico-consultant-pixie-services-ogeahh0,ogeahh0,26/02/2023,Remote,29757,"6. Senior",49602,"SAP FICO Consultant   Pixie services","Business Analysis",B2B,39680
/pl/job/javascript-engineer-ringier-axel-springer-tech-wroclaw-ohulckv,ohulckv,26/02/2023,"JavaScript Engineer",11100,"5. Mid",18400,"Ringier Axel Springer Tech",Fullstack,B2B,14750
/pl/job/qa-automation-engineer-capco-poland-remote-oi9wemv,oi9wemv,26/02/2023,"QA Automation Engineer",23520,"6. Mid-Senior",30240,"Capco Poland",Testing,B2B,26880
/pl/job/java-software-developer-kelly-services-poland-remote-oifibz1,oifibz1,26/02/2023,"Java Software Developer",13913,"6. Mid-Senior",17953,"Kelly Services Poland",Backend,"Employment Contract",15933
/pl/job/senior-ios-developer-remote-esky-group-oisucv1,oisucv1,26/02/2023,"Senior iOS Developer (Remote)",22000,"6. Mid-Senior",29500,"eSky Group",Mobile,B2B,25750
